0.03143704,0.03282107,0.03659464,0.03413776,0.03596345,0.03779639,0.04035336,0.04481962,0.04406778,0.04460258,0.04533516,0.04765711,0.04509899,0.05229853,0.05894244,0.0625499,0.06581867,0.07335162,0.07678573,0.08238179,0.08740094,0.08955812,0.09295571,0.08136499,0.08011226,0.0670865,0.06653373,0.0676609,0.06850703,0.07416933,0.08361251,0.1006853,0.1269396,0.1568399,0.1832074,0.2100123,0.2435901,0.2761703,0.3071989,0.3351474,0.3575362,0.3750366,0.3909166,0.39507,0.4135907,0.4189319,0.4488715,0.7241349,-0.1024729,0.2053415
0.0481153,0.05276275,0.06124675,0.05510455,0.05751491,0.06034676,0.0584687,0.06712431,0.06677052,0.07093008,0.07046726,0.07482829,0.06910255,0.07911716,0.087777,0.09490637,0.09841375,0.1084535,0.1138929,0.1204794,0.1271923,0.1310037,0.135516,0.1276344,0.1232468,0.1067272,0.1040201,0.105049,0.1072882,0.1162229,0.1302774,0.1512666,0.1850255,0.2183401,0.2457532,0.2738031,0.3048665,0.3327513,0.3598575,0.3840023,0.4017679,0.4168124,0.4288228,0.4355716,0.4494476,0.4576085,0.4870421,0.6203654,-0.07467361,0.2450053
0.04234497,0.04334388,0.04451909,0.04371816,0.04686013,0.04664528,0.04902973,0.05235568,0.05076678,0.05424044,0.05567842,0.05697673,0.05718508,0.0619317,0.06949262,0.07326989,0.07728462,0.08321248,0.08845796,0.0945796,0.1008826,0.1033904,0.10747,0.09918893,0.09346083,0.0776531,0.07739305,0.07734922,0.07972696,0.08585332,0.09733634,0.115441,0.1456131,0.1768887,0.2031146,0.2312286,0.2618383,0.2932594,0.3211842,0.3458042,0.364224,0.377488,0.3905891,0.3947329,0.4108053,0.424558,0.4455599,0.6706473,-0.0432326,0.2162741
0.04398658,0.0426251,0.04235812,0.04141935,0.04251603,0.04170802,0.04388834,0.04760593,0.04646631,0.04782849,0.04827226,0.0493119,0.04937526,0.05396134,0.05806594,0.06249445,0.06569226,0.0704347,0.07432121,0.07968458,0.08484169,0.08594041,0.08971675,0.08031514,0.07900294,0.0682733,0.06759486,0.06732484,0.06869716,0.07266374,0.08180599,0.09552835,0.1212101,0.1477267,0.1706678,0.1951062,0.2237915,0.2483636,0.2747385,0.2969752,0.3142818,0.327662,0.3389314,0.3415166,0.3583884,0.3641748,0.3940652,0.6426921,-0.04408321,0.2599785
0.03440788,0.03471962,0.03660449,0.03579164,0.03633996,0.03561102,0.03830854,0.04239399,0.04081695,0.04015301,0.043349,0.04351696,0.04356586,0.04869722,0.05401205,0.05811309,0.06196206,0.06746807,0.07236333,0.0767637,0.08230286,0.08332361,0.08773763,0.07843754,0.07477612,0.06118501,0.06119403,0.06110655,0.06314785,0.06810337,0.07773824,0.09340564,0.1211471,0.1507015,0.1748015,0.2015682,0.2320779,0.2621054,0.2908038,0.3165877,0.3361179,0.3487183,0.3637146,0.3678323,0.384703,0.3980766,0.4197868,0.7326012,-0.06820188,0.2352681
0.03615617,0.03074851,0.03360753,0.03517126,0.03619122,0.03604839,0.03729501,0.04146678,0.04246964,0.04250578,0.04313316,0.0438684,0.04375542,0.04930418,0.05409669,0.05766242,0.0602936,0.06752379,0.07075442,0.07549497,0.08148261,0.08272814,0.08702306,0.07849956,0.0729375,0.05840982,0.05783078,0.0573751,0.05994144,0.06371889,0.07351522,0.08808792,0.1158025,0.1444297,0.1687996,0.1953654,0.225871,0.2573032,0.2869807,0.315087,0.3361673,0.351283,0.3659182,0.3699301,0.3881237,0.4010211,0.4220662,0.7447002,-0.07910097,0.2251083
0.03729085,0.03416857,0.03902096,0.03880543,0.04173875,0.04169685,0.04499149,0.04794934,0.04787112,0.04942028,0.05238605,0.05249786,0.0524461,0.05829655,0.0648023,0.06839016,0.07229121,0.07918511,0.08330663,0.09025276,0.09564658,0.09818641,0.1021646,0.09446125,0.08891679,0.07338156,0.07308589,0.07315759,0.076146,0.08085229,0.0923103,0.1098452,0.1402461,0.1713935,0.1987326,0.2267035,0.2601285,0.2922929,0.3228626,0.3512407,0.37367,0.3896228,0.4046699,0.411415,0.4275464,0.4447502,0.4652142,0.7182894,-0.07316407,0.2270866
0.04465825,0.03859262,0.04188993,0.04140967,0.0447331,0.04401587,0.04710845,0.04853263,0.04708683,0.04999275,0.05166809,0.05263937,0.05272369,0.05708386,0.06281925,0.06718352,0.07098074,0.07862721,0.08388031,0.08972266,0.0953148,0.0971965,0.1008154,0.09477461,0.08583128,0.06985775,0.06870901,0.06873417,0.07065159,0.07548309,0.08820782,0.1054143,0.1357062,0.1679101,0.1942566,0.2223382,0.2540308,0.2857408,0.3142457,0.3408797,0.359943,0.3749052,0.3879518,0.3939919,0.4093335,0.4237953,0.4438086,0.7191954,-0.02986681,0.2462393
0.03451624,0.03109546,0.03080828,0.03184028,0.03257978,0.03288249,0.0321572,0.03729346,0.0355345,0.03802339,0.03912318,0.04104018,0.04001466,0.04517582,0.05122364,0.05408791,0.05736183,0.06351399,0.06832156,0.0738044,0.07846647,0.0800387,0.08309945,0.07424606,0.0684414,0.05515013,0.05480987,0.05409128,0.05598449,0.06071601,0.07059291,0.08518745,0.1141833,0.1455502,0.1711067,0.2018039,0.2357406,0.2721317,0.3065273,0.3385026,0.3638933,0.3829013,0.4003794,0.4080858,0.4262164,0.44243,0.457804,0.7821579,-0.04495321,0.1741198
0.03448299,0.0301767,0.03412311,0.03446399,0.03653676,0.03617771,0.0388737,0.04255481,0.0406947,0.04010273,0.04421197,0.04524157,0.04635536,0.05084631,0.05682898,0.06000705,0.06350759,0.06924286,0.07267378,0.07816753,0.084524,0.08681117,0.0899689,0.08265354,0.0781535,0.06738693,0.06771751,0.06619685,0.06843915,0.07268468,0.08106748,0.09647926,0.1236906,0.1544249,0.1813089,0.2104451,0.2446048,0.2812608,0.3152694,0.3454371,0.3685724,0.3880915,0.4042903,0.4140476,0.4286287,0.445354,0.4634123,0.7369956,-0.05890436,0.3035902
